Id,SalePrice
1461,121814
1462,181404
1463,184088
1464,204210
1465,194728
1466,172793
1467,179611
1468,164453
1469,195313
1470,121191
1471,174810
1472,98481
1473,96388
1474,149684
1475,126305
1476,356465
1477,251694
1478,294141
1479,286282
1480,555962
1481,332788
1482,209219
1483,173258
1484,162042
1485,183330
1486,190696
1487,334602
1488,224042
1489,196759
1490,251055
1491,191968
1492,91818
1493,170025
1494,279517
1495,287518
1496,235362
1497,177884
1498,187241
1499,165467
1500,160714
1501,177945
1502,147658
1503,-9223372036854775808
1504,245634
1505,233189
1506,195292
1507,260794
1508,204676
1509,156641
1510,148120
1511,168595
1512,176460
1513,146508
1514,161531
1515,195087
1516,149752
1517,164672
1518,130116
1519,212204
1520,130100
1521,134431
1522,175394
1523,117326
1524,126158
1525,121250
1526,112551
1527,109178
1528,133068
1529,163592
1530,211081
1531,107997
1532,90298
1533,154449
1534,96045
1535,146100
1536,106633
1537,74902
1538,146164
1539,195190
1540,75046
1541,146476
1542,149096
1543,194932
1544,81811
1545,118502
1546,135391
1547,134617
1548,136567
1549,122077
1550,132844
1551,100988
1552,141842
1553,140285
1554,122273
1555,162407
1556,75372
1557,110356
1558,108116
1559,-1
1560,128071
1561,118780
1562,136481
1563,126618
1564,158293
1565,148943
1566,238423
1567,81731
1568,243237
1569,141936
1570,132325
1571,114994
1572,146816
1573,245946
1574,117158
1575,234360
1576,226477
1577,181551
1578,140225
1579,145884
1580,193334
1581,153540
1582,128525
1583,310770
1584,219572
1585,139195
1586,83810
1587,112172
1588,152982
1589,102313
1590,133437
1591,97931
1592,119271
1593,122816
1594,-9223372036854775808
1595,134437
1596,225799
1597,205168
1598,227761
1599,176853
1600,164750
1601,73874
1602,120842
1603,58103
1604,277772
1605,233567
1606,164981
1607,171037
1608,217091
1609,177758
1610,154696
1611,135664
1612,171002
1613,169291
1614,126910
1615,87341
1616,77012
1617,90487
1618,144264
1619,140206
1620,177044
1621,132307
1622,145401
1623,253848
1624,204257
1625,115643
1626,166847
1627,195410
1628,274058
1629,179261
1630,379605
1631,220604
1632,243919
1633,167501
1634,184789
1635,171730
1636,152072
1637,210190
1638,178505
1639,184116
1640,248343
1641,181783
1642,247238
1643,216929
1644,242794
1645,221570
1646,153945
1647,153465
1648,128130
1649,139661
1650,115198
1651,121710
1652,99980
1653,102317
1654,147591
1655,143155
1656,143417
1657,153309
1658,147775
1659,135345
1660,157076
1661,472723
1662,414450
1663,385191
1664,624982
1665,306811
1666,311649
1667,402200
1668,328179
1669,292196
1670,334621
1671,266710
1672,450020
1673,291769
1674,242640
1675,199071
1676,196395
1677,221264
1678,505128
1679,411722
1680,322961
1681,237869
1682,313213
1683,193303
1684,171015
1685,168759
1686,168470
1687,166487
1688,183991
1689,185956
1690,189331
1691,181047
1692,248933
1693,164505
1694,181925
1695,166085
1696,279242
1697,173079
1698,345931
1699,309034
1700,253244
1701,260982
1702,240684
1703,235600
1704,275098
1705,225605
1706,401271
1707,207045
1708,201831
1709,261356
1710,224842
1711,270310
1712,254278
1713,280975
1714,229385
1715,205824
1716,183679
1717,176129
1718,138536
1719,204650
1720,233323
1721,152474
1722,119120
1723,150008
1724,199187
1725,238468
1726,185499
1727,148546
1728,160262
1729,167835
1730,149306
1731,113222
1732,132792
1733,112662
1734,127200
1735,111279
1736,106021
1737,312252
1738,248354
1739,241572
1740,231737
1741,204336
1742,168052
1743,167687
1744,381276
1745,210584
1746,189467
1747,218703
1748,232932
1749,139774
1750,123328
1751,246603
1752,117436
1753,148159
1754,200659
1755,163671
1756,131506
1757,121512
1758,145285
1759,164366
1760,157726
1761,147769
1762,181627
1763,180307
1764,115429
1765,149125
1766,198142
1767,221044
1768,140707
1769,164875
1770,144970
1771,112353
1772,131739
1773,123357
1774,148433
1775,138075
1776,126583
1777,106717
1778,134176
1779,128206
1780,163778
1781,118941
1782,95049
1783,143203
1784,115439
1785,117940
1786,154395
1787,158765
1788,69225
1789,95994
1790,86822
1791,199035
1792,156061
1793,132059
1794,150603
1795,138366
1796,126597
1797,113677
1798,115346
1799,108920
1800,124660
1801,129433
1802,129591
1803,147653
1804,133650
1805,131297
1806,120654
1807,124077
1808,112400
1809,118842
1810,141573
1811,-9223372036854775808
1812,99020
1813,134623
1814,101112
1815,63143
1816,92630
1817,109789
1818,148329
1819,138527
1820,44549
1821,107618
1822,148698
1823,36587
1824,113573
1825,147296
1826,109952
1827,99013
1828,126958
1829,106132
1830,143578
1831,142623
1832,-1
1833,139325
1834,121508
1835,125859
1836,129422
1837,88140
1838,132284
1839,120446
1840,140643
1841,130229
1842,99021
1843,134551
1844,136764
1845,144400
1846,152291
1847,170430
1848,74112
1849,98068
1850,115504
1851,147872
1852,122862
1853,127285
1854,163926
1855,149769
1856,223910
1857,128194
1858,139499
1859,114270
1860,142680
1861,114927
1862,342868
1863,322623
1864,322662
1865,337636
1866,322017
1867,215910
1868,283010
1869,201798
1870,216018
1871,240880
1872,168823
1873,247923
1874,154210
1875,197847
1876,205238
1877,207823
1878,202394
1879,132011
1880,129305
1881,247357
1882,239576
1883,183386
1884,204556
1885,220532
1886,276808
1887,210125
1888,262190
1889,171076
1890,106346
1891,113055
1892,101534
1893,137941
1894,121501
1895,135967
1896,124775
1897,119306
1898,118096
1899,152150
1900,146759
1901,175327
1902,164793
1903,234658
1904,142786
1905,198281
1906,119773
1907,206626
1908,114712
1909,131365
1910,122141
1911,229228
1912,360360
1913,143219
1914,48152
1915,326626
1916,73367
1917,228062
1918,138280
1919,163712
1920,157743
1921,389298
1922,307516
1923,224183
1924,246736
1925,190904
1926,387179
1927,128178
1928,159532
1929,119778
1930,127980
1931,135534
1932,134828
1933,202981
1934,185506
1935,172477
1936,197485
1937,181254
1938,164574
1939,245876
1940,192645
1941,170504
1942,167746
1943,221414
1944,397314
1945,397438
1946,168067
1947,289539
1948,176008
1949,243058
1950,185813
1951,233035
1952,203057
1953,166062
1954,183011
1955,134270
1956,319333
1957,148527
1958,277798
1959,148075
1960,111862
1961,127630
1962,96286
1963,105869
1964,106242
1965,150030
1966,147241
1967,287380
1968,448350
1969,383947
1970,441041
1971,514634
1972,382500
1973,269824
1974,347746
1975,350596
1976,272471
1977,360925
1978,366976
1979,313370
1980,213971
1981,346005
1982,217548
1983,199579
1984,164218
1985,229094
1986,208859
1987,186916
1988,172307
1989,189476
1990,206834
1991,233209
1992,217892
1993,167246
1994,234764
1995,186018
1996,251660
1997,301473
1998,314903
1999,270446
2000,315496
2001,259657
2002,237508
2003,253989
2004,275648
2005,215048
2006,220951
2007,246239
2008,227184
2009,205564
2010,190183
2011,134186
2012,169703
2013,178561
2014,183896
2015,201130
2016,190972
2017,193134
2018,119232
2019,134744
2020,98960
2021,100065
2022,194588
2023,146663
2024,281888
2025,347865
2026,185978
2027,163545
2028,149633
2029,172313
2030,272836
2031,235496
2032,248305
2033,260473
2034,170857
2035,235784
2036,194168
2037,223156
2038,315753
2039,214600
2040,294728
2041,-9223372036854775808
2042,214248
2043,184225
2044,168350
2045,200594
2046,166369
2047,139911
2048,142464
2049,144356
2050,164135
2051,98330
2052,124134
2053,146618
2054,103503
2055,147983
2056,137496
2057,108731
2058,209812
2059,132449
2060,178161
2061,172999
2062,129458
2063,121734
2064,142425
2065,94095
2066,156719
2067,92893
2068,150465
2069,84863
2070,114630
2071,101194
2072,135344
2073,125525
2074,170857
2075,157952
2076,116623
2077,170453
2078,125871
2079,124606
2080,121280
2081,128343
2082,121191
2083,148879
2084,116552
2085,120963
2086,110368
2087,124268
2088,95283
2089,84481
2090,126604
2091,116710
2092,119759
2093,112687
2094,100603
2095,154526
2096,81874
2097,98543
2098,156606
2099,65496
2100,-1
2101,111447
2102,110579
2103,109342
2104,112005
2105,130009
2106,-1
2107,188177
2108,118172
2109,113875
2110,119849
2111,109867
2112,139211
2113,120869
2114,123662
2115,162834
2116,108264
2117,151262
2118,118484
2119,116498
2120,109192
2121,-9223372036854775808
2122,122700
2123,81994
2124,153661
2125,120506
2126,152268
2127,-1
2128,116028
2129,83699
2130,143691
2131,150842
2132,107435
2133,121111
2134,121588
2135,99651
2136,73517
2137,105368
2138,127653
2139,144689
2140,138275
2141,150835
2142,127953
2143,149703
2144,129767
2145,138260
2146,168852
2147,135071
2148,122289
2149,126035
2150,223603
2151,121100
2152,162509
2153,179287
2154,99649
2155,130777
2156,277100
2157,236429
2158,240380
2159,207321
2160,177634
2161,232648
2162,442826
2163,347640
2164,237701
2165,205767
2166,161971
2167,227223
2168,205319
2169,194457
2170,200420
2171,158210
2172,129679
2173,184380
2174,228231
2175,282709
2176,312219
2177,242065
2178,206739
2179,138400
2180,211643
2181,194196
2182,224740
2183,187894
2184,118004
2185,120333
2186,-9223372036854775808
2187,146955
2188,149039
2189,320934
2190,84631
2191,76361
2192,81723
2193,113269
2194,101919
2195,157758
2196,104079
2197,119832
2198,148708
2199,198435
2200,150793
2201,143827
2202,213413
2203,136023
2204,193590
2205,128068
2206,147175
2207,221299
2208,270140
2209,269440
2210,124189
2211,111627
2212,129506
2213,109256
2214,128946
2215,106218
2216,157980
2217,65116
2218,-1
2219,-1
2220,61662
2221,328560
2222,305890
2223,276244
2224,202052
2225,123272
2226,193802
2227,195198
2228,261359
2229,248490
2230,157087
2231,211927
2232,182734
2233,175321
2234,233621
2235,223259
2236,252521
2237,318925
2238,185924
2239,90556
2240,153252
2241,151635
2242,119063
2243,116584
2244,103935
2245,105496
2246,130907
2247,104724
2248,124658
2249,122784
2250,128637
2251,-1
2252,182721
2253,155798
2254,174204
2255,185583
2256,166503
2257,219568
2258,155954
2259,180231
2260,138321
2261,198796
2262,221471
2263,401469
2264,588267
2265,149582
2266,305437
2267,396962
2268,484391
2269,146556
2270,188453
2271,211062
2272,167738
2273,152835
2274,184327
2275,160953
2276,188832
2277,186409
2278,142339
2279,133493
2280,108876
2281,164436
2282,178876
2283,105362
2284,113599
2285,154300
2286,125763
2287,366408
2288,278204
2289,376405
2290,498123
2291,333973
2292,445693
2293,509934
2294,418203
2295,519475
2296,295896
2297,348710
2298,351366
2299,372209
2300,333506
2301,309367
2302,255468
2303,238104
2304,247648
2305,203697
2306,200304
2307,205042
2308,238097
2309,278164
2310,205584
2311,210951
2312,171874
2313,170999
2314,177135
2315,177071
2316,194870
2317,187167
2318,181491
2319,184988
2320,183570
2321,234702
2322,181721
2323,186986
2324,176363
2325,208286
2326,171493
2327,202174
2328,219249
2329,195568
2330,187939
2331,343693
2332,402413
2333,312515
2334,252988
2335,268493
2336,313112
2337,191706
2338,258594
2339,205605
2340,390274
2341,212280
2342,229638
2343,227974
2344,213855
2345,227082
2346,212060
2347,201957
2348,237815
2349,178323
2350,309343
2351,263789
2352,247773
2353,260180
2354,145974
2355,144535
2356,147141
2357,188226
2358,196925
2359,126970
2360,114045
2361,152011
2362,282508
2363,133851
2364,147050
2365,213878
2366,199207
2367,226493
2368,226383
2369,224425
2370,169238
2371,160644
2372,201067
2373,291844
2374,330089
2375,245405
2376,307075
2377,358380
2378,153799
2379,214586
2380,145032
2381,174131
2382,203805
2383,201819
2384,240575
2385,156286
2386,128576
2387,128550
2388,100243
2389,113292
2390,148744
2391,142185
2392,116420
2393,172041
2394,143801
2395,216197
2396,135876
2397,228841
2398,126644
2399,67277
2400,75490
2401,137335
2402,132210
2403,150071
2404,148589
2405,158921
2406,141545
2407,124711
2408,130329
2409,116948
2410,165036
2411,111986
2412,153097
2413,127281
2414,163970
2415,138178
2416,122645
2417,134531
2418,136193
2419,129492
2420,118087
2421,213353
2422,105712
2423,110694
2424,150443
2425,217540
2426,127167
2427,125349
2428,180221
2429,111452
2430,131659
2431,105404
2432,147627
2433,143499
2434,139182
2435,147505
2436,110874
2437,106435
2438,124671
2439,97131
2440,125173
2441,84737
2442,96662
2443,120270
2444,125763
2445,90548
2446,133197
2447,170441
2448,122278
2449,115111
2450,143973
2451,118447
2452,188679
2453,93524
2454,113829
2455,101420
2456,115457
2457,139237
2458,130727
2459,111892
2460,138283
2461,124578
2462,131756
2463,125257
2464,179740
2465,135301
2466,123507
2467,122172
2468,72461
2469,86758
2470,199465
2471,223717
2472,163973
2473,130558
2474,-1
2475,211795
2476,120235
2477,120455
2478,155899
2479,100134
2480,147904
2481,114219
2482,121379
2483,107852
2484,118778
2485,128096
2486,150653
2487,156879
2488,160355
2489,151972
2490,134028
2491,81542
2492,195193
2493,146115
2494,131923
2495,82430
2496,238781
2497,155259
2498,116286
2499,82731
2500,137872
2501,138014
2502,140662
2503,89507
2504,324576
2505,234607
2506,242499
2507,283921
2508,242421
2509,212345
2510,213166
2511,172649
2512,205733
2513,220592
2514,319988
2515,156094
2516,174661
2517,155554
2518,155972
2519,235559
2520,214688
2521,180418
2522,224930
2523,117288
2524,134925
2525,-9223372036854775808
2526,141059
2527,111973
2528,138770
2529,113760
2530,126332
2531,258030
2532,226109
2533,193056
2534,227077
2535,295479
2536,234644
2537,241706
2538,181296
2539,180932
2540,179183
2541,178137
2542,162185
2543,119335
2544,124145
2545,128040
2546,125721
2547,131002
2548,148936
2549,162083
2550,1183425
2551,138564
2552,139539
2553,69162
2554,85617
2555,110069
2556,103374
2557,109500
2558,137999
2559,140015
2560,156304
2561,154213
2562,150963
2563,156946
2564,223014
2565,151097
2566,181767
2567,144819
2568,203291
2569,230457
2570,118514
2571,204645
2572,157608
2573,216198
2574,198848
2575,137133
2576,-9223372036854775808
2577,-1
2578,82184
2579,60654
2580,71791
2581,92163
2582,89174
2583,295800
2584,170370
2585,186580
2586,222857
2587,199580
2588,144117
2589,147848
2590,201577
2591,226277
2592,209444
2593,238261
2594,172831
2595,192418
2596,280348
2597,187042
2598,293259
2599,360081
2600,261746
2601,131400
2602,80932
2603,95808
2604,87258
2605,72381
2606,138685
2607,210968
2608,175019
2609,170664
2610,103006
2611,191309
2612,156101
2613,127608
2614,123935
2615,155801
2616,144558
2617,194251
2618,170396
2619,198096
2620,195179
2621,171824
2622,182361
2623,234820
2624,306788
2625,280926
2626,176632
2627,167902
2628,544685
2629,568975
2630,389494
2631,535961
2632,432223
2633,309680
2634,446081
2635,150989
2636,173005
2637,174746
2638,268480
2639,181305
2640,146242
2641,108673
2642,185273
2643,106974
2644,115956
2645,111471
2646,98538
2647,105569
2648,150293
2649,153224
2650,143815
2651,145884
2652,427567
2653,251874
2654,264252
2655,429526
2656,321568
2657,364039
2658,316671
2659,302723
2660,368624
2661,352795
2662,368938
2663,290629
2664,268468
2665,343363
2666,276904
2667,169607
2668,175498
2669,181269
2670,274829
2671,180596
2672,194686
2673,205524
2674,193153
2675,178375
2676,186939
2677,200925
2678,239958
2679,254712
2680,285647
2681,409942
2682,316563
2683,611148
2684,301135
2685,321500
2686,248285
2687,311119
2688,207672
2689,206861
2690,454440
2691,192803
2692,143880
2693,201334
2694,131557
2695,190993
2696,182145
2697,191799
2698,192036
2699,173337
2700,154047
2701,142407
2702,107749
2703,115932
2704,141721
2705,113092
2706,105700
2707,115763
2708,130841
2709,99236
2710,130391
2711,395076
2712,396207
2713,183054
2714,154340
2715,170197
2716,143912
2717,204927
2718,226257
2719,160425
2720,175324
2721,133768
2722,162344
2723,135590
2724,126347
2725,127227
2726,154622
2727,185939
2728,177021
2729,152551
2730,147418
2731,120296
2732,126485
2733,165393
2734,141486
2735,141356
2736,144868
2737,122069
2738,137055
2739,151378
2740,138407
2741,142166
2742,154489
2743,154718
2744,164674
2745,138576
2746,140567
2747,141618
2748,120924
2749,129637
2750,123489
2751,137780
2752,147868
2753,150693
2754,247064
2755,142943
2756,95993
2757,59099
2758,94858
2759,171575
2760,127140
2761,141170
2762,141609
2763,184678
2764,136292
2765,277777
2766,107438
2767,90436
2768,119772
2769,132700
2770,131966
2771,102442
2772,104979
2773,178150
2774,154491
2775,108456
2776,135488
2777,159272
2778,107592
2779,117629
2780,91395
2781,98023
2782,104563
2783,106774
2784,128521
2785,138749
2786,71160
2787,120561
2788,78165
2789,170434
2790,95395
2791,154061
2792,58779
2793,117274
2794,97511
2795,116391
2796,101475
2797,234162
2798,99709
2799,111672
2800,69691
2801,100992
2802,122814
2803,175214
2804,124684
2805,92636
2806,78581
2807,285208
2808,147444
2809,131980
2810,123698
2811,160948
2812,172132
2813,159608
2814,167700
2815,92251
2816,239816
2817,159935
2818,134833
2819,-9223372036854775808
2820,141482
2821,103919
2822,171347
2823,417271
2824,184538
2825,142187
2826,133280
2827,133572
2828,230903
2829,194671
2830,235729
2831,167330
2832,258315
2833,299399
2834,225119
2835,220674
2836,190110
2837,155000
2838,156992
2839,178754
2840,211452
2841,200185
2842,226291
2843,150043
2844,167932
2845,125506
2846,208029
2847,218531
2848,215430
2849,196692
2850,273173
2851,205418
2852,239937
2853,238831
2854,138652
2855,199636
2856,198811
2857,184982
2858,201101
2859,112369
2860,140944
2861,124706
2862,184066
2863,133937
2864,255736
2865,138842
2866,139021
2867,114806
2868,99735
2869,105356
2870,108501
2871,83309
2872,60578
2873,100388
2874,139196
2875,120666
2876,157392
2877,156120
2878,173351
2879,137651
2880,106144
2881,145727
2882,181176
2883,207881
2884,170452
2885,180787
2886,245445
2887,100475
2888,144310
2889,64485
2890,86749
2891,145064
2892,34973
2893,58219
2894,45937
2895,346204
2896,300051
2897,206782
2898,129371
2899,198240
2900,162568
2901,211194
2902,159909
2903,322907
2904,346662
2905,-1
2906,182917
2907,104917
2908,129977
2909,132227
